Asset_A;Asset_B;P-Value
BBY;WYNN;0.0281567307277491
CNP;SJM;0.028162655732224595
MSCI;TTWO;0.02818434382113812
CMS;ZBRA;0.028186534524289066
CRM;MA;0.02819638864125092
ADM;TAP;0.02821011030147674
INVH;ISRG;0.028212331332983443
ADP;DHI;0.02822709716196239
AES;KMI;0.028233755576488488
AME;PSX;0.028238058050780165
TDG;TMO;0.02824000904793227
APA;ORCL;0.028241500686317773
ARE;ODFL;0.028258400420091246
NEE;SBAC;0.028268390092995102
CMG;VST;0.028273981087704243
KKR;PFE;0.028282963593836214
CRL;WBD;0.028284066766253134
DOV;WM;0.028322414062726935
BLK;L;0.028327716760258068
CPB;FTV;0.028338996239336035
TAP;VRSN;0.028340793260593536
BMY;DELL;0.028342938897647826
CSX;JCI;0.028345110338063067
NVDA;WTW;0.02834654689044567
APO;ROL;0.028347841622041556
DELL;DOV;0.028354189193711507
JCI;PHM;0.028361753254976103
CVS;HD;0.028379219619535618
AES;SLB;0.028388122430722473
GE;WM;0.028388547200247298
APTV;KO;0.028391616910737345
LYV;OMC;0.028398192175487277
NVDA;WDAY;0.028398374810699255
AMD;MRK;0.028398443063399056
ADP;HST;0.028398856898208657
AME;GOOG;0.02843237703818317
L;LIN;0.028434880310790688
HPQ;SNPS;0.028451717411184393
CVS;ZTS;0.028459983485600554
CMCSA;EW;0.028479829644989067
NCLH;TMO;0.028521680447351646
GD;RCL;0.028530221382528306
MSI;PYPL;0.028575735385401403
IVZ;NFLX;0.02858884484829268
HON;MMM;0.02859028247422793
DD;PSX;0.02859321926305003
CNC;SBAC;0.02861015354506889
ISRG;KO;0.028611536874206044
MSFT;PSX;0.02862597149830675
RMD;VLO;0.02862930464288632
MKTX;NTRS;0.028663594902936202
AMT;SLB;0.028664313715970367
BKR;NOW;0.028669007526007297
GLW;MSI;0.028694931590569836
NUE;STX;0.028697724668257818
HUM;ZBRA;0.028704122773503288
DLR;GIS;0.028705283923502727
CSX;EQT;0.028724743405746236
ABBV;NOC;0.02874616347022382
GPN;UNH;0.02878986752693731
MMM;SYK;0.02880273217477717
EPAM;LEN;0.02881687342129252
KKR;KMI;0.02883912852257731
D;DECK;0.02884229246514537
FTNT;GL;0.02884746938939464
INCY;PH;0.028866633594590945
D;WYNN;0.028883370560283905
FTNT;GRMN;0.028891196619676124
CMS;ETN;0.02889945038380106
AJG;ALGN;0.02891564889214341
CVS;HON;0.02892537608052921
CNC;DXCM;0.02892923250663652
LVS;MNST;0.028941530841899626
PLD;ROL;0.02894347471538915
ETR;GBPUSD=X;0.028946859795113928
INCY;PSX;0.028953277662788515
UPS;VRSN;0.028960916095794886
INCY;PHM;0.028967774895126502
APA;CPB;0.028969132473974202
DECK;LW;0.028969211301725577
FTV;STZ;0.028983924159495068
NCLH;TRMB;0.02898482092860478
CBRE;GRMN;0.028984917481980295
DXCM;KEYS;0.028984976139594623
AES;NEM;0.028986935736147666
INCY;NWSA;0.028992031311571523
APA;APTV;0.028998530496043614
NOW;PKG;0.029005640960629804
COP;FDS;0.029009675216586275
AVY;UNH;0.029018529019237814
AVGO;CSGP;0.02903233569120022
AOS;GPN;0.02904460501581309
CVS;TER;0.02905598088595254
BAC;DHI;0.029061363351072966
CB;TYL;0.029076468667061674
DECK;PGR;0.029079516286238196
ADP;EL;0.029085990734111507
FE;GILD;0.029102169941135576
ADM;MNST;0.029102613861439048
CSX;POOL;0.029107295205619423
CI;CPT;0.02911463439834991
ADP;CI;0.029128796951052208
AES;EQR;0.029128958015453035
NWS;BTC-USD;0.029130405827626518
CDW;PYPL;0.029136396798038287
AVGO;MPC;0.02914715085654372
EBAY;FTV;0.029154482677065396
O;T;0.02915983747246483
CINF;META;0.029161567205760984
AES;AIZ;0.029206799402736194
MKTX;SI=F;0.02922953261576756
FRT;T;0.029243315116184002
DXCM;MHK;0.029266113349605397
DLR;TYL;0.029268763737595002
GLW;ZTS;0.029269756118164934
EL;L;0.029270173404911858
IEX;META;0.029279122482198387
DUK;EBAY;0.029284244582694137
CNC;MSFT;0.029290080638569832
MPC;PFG;0.029296779009324314
ADBE;LNT;0.029302762059675237
CB;IVZ;0.02931756420879454
LNT;ROP;0.02932217436588474
AOS;SHW;0.02932701923907806
CNC;CZR;0.02933548348867595
O;TRGP;0.029349856679150948
AMD;HLT;0.02935001138659419
RCL;EURUSD=X;0.029352174337057037
CPRT;MPC;0.029361560604993887
CMI;GBPUSD=X;0.029365231912285718
CINF;HIG;0.029369032906572345
APTV;HIG;0.029377008238547164
LHX;ON;0.02939449577388304
BXP;HAL;0.029395632797913365
APA;DXCM;0.029397987538272486
BA;PSX;0.029408701983541688
DELL;INVH;0.02941019326737212
CVS;LRCX;0.02941860510898892
CBRE;JPM;0.029429304068370583
FAST;SYF;0.02942998847639233
D;SNPS;0.029432523350687714
MRK;VRSK;0.029438354339297618
COF;OXY;0.029442537254116708
CZR;MAR;0.029444294384362423
BMY;EMN;0.029451167000913218
DG;INTC;0.02945738836593565
EXR;MU;0.029461402292928617
BR;UNH;0.029463871685421663
AES;VTRS;0.02946795720562532
BWA;EMN;0.02948835730667093
ARE;MS;0.02950598601039137
AES;HPE;0.029510263384264317
JCI;RL;0.029510980978381736
CE;NFLX;0.029511399949472848
CINF;VRTX;0.02951160641872261
AES;VMC;0.029522296424144376
APO;PSX;0.029525744846383425
IQV;LRCX;0.029526120067795425
AES;WST;0.02952981117006835
ALLE;HUM;0.029531392614617517
AES;BXP;0.02954599659623519
CI;LDOS;0.029550043494840486
JPM;PNC;0.029556324631397034
ADI;HII;0.029557385878985317
MGM;TYL;0.029560036767395655
CCL;DTE;0.029576938204755678
HWM;USB;0.02957757098984623
CSX;MRK;0.02958223026988743
AMD;WMT;0.02959605197174062
EPAM;IFF;0.02960107377926792
MA;MSCI;0.029606397008480966
CE;KHC;0.029614366770592617
EXR;SBAC;0.02962947743124511
MAS;MPC;0.029663080100736445
EBAY;MCO;0.029670193624301185
GPN;UPS;0.029695961935002256
EVRG;HUBB;0.029706576081811285
AES;EQT;0.029723429012713427
BKNG;DVN;0.02972881540572731
ETR;HON;0.029729218186508862
META;TROW;0.029734104713470398
BX;SLB;0.02973635666307836
MGM;MOH;0.029739831439652278
CE;CTAS;0.029740717041052175
BLDR;LEN;0.029748707388245376
RVTY;SW;0.029758902495739183
KKR;SYY;0.029762318528573223
ABT;AFL;0.029774778361190024
LOW;NDSN;0.02979005864669013
DVN;SNA;0.029795623113783608
ABT;ADP;0.029799397592330218
DXCM;ETR;0.02980289498992738
CF;FITB;0.029805029827696634
EXPD;L;0.029810307439030653
ADM;VRSK;0.029814292487796778
HST;RF;0.029821166898093113
KKR;WYNN;0.029830940542935728
ALGN;INVH;0.02986787315386031
RVTY;XEL;0.02987854178873819
CSX;LRCX;0.02989710269621686
CRM;CZR;0.029898889975650943
HAS;PWR;0.02991174389931911
AOS;SYK;0.029919233377257083
TYL;WAT;0.029920701128957464
AVGO;RVTY;0.029930689378892535
EXPD;PH;0.029934393084541797
L;META;0.029938810950470816
CRM;MPWR;0.029952187622255145
ADM;EL;0.029968788524057294
AMAT;HST;0.029968909461673247
EQR;ZBRA;0.029972828138856426
ADI;DHR;0.02999363849565757
GRMN;MPC;0.029997475274664814
ACN;WM;0.02999751420756978
MKTX;WRB;0.030000583665035496
AES;WMB;0.03000926099558766
BMY;VRSN;0.030013583545167463
DG;VLO;0.030020183070847334
EBAY;NDAQ;0.030023633061527347
JCI;WMT;0.030024567061311302
PNW;SW;0.030027319776149267
GOOG;ZTS;0.030034965428317323
AMP;CBRE;0.03004050888749079
KKR;TTWO;0.03004103836919734
EVRG;PCG;0.03005630897087209
WDAY;XYL;0.030075793039734372
EQIX;UHS;0.03008671630791224
C;TAP;0.03008838137801263
BRO;PH;0.030104570674924405
VRTX;EURUSD=X;0.030111869766262137
AAPL;MPC;0.03012807997307276
DXCM;LHX;0.03012831361585523
ALLE;CB;0.030134854128219642
MDT;O;0.030141613906460772
ABT;CI;0.03015293640562872
AES;ZBRA;0.030157091130796183
BDX;KEYS;0.030166125566249008
INCY;LIN;0.03016666561825651
PKG;TECH;0.03016968414209099
APTV;MCHP;0.0301735447952646
DXCM;MTCH;0.030184097721876756
GNRC;HII;0.030186459815674124
BKR;INTU;0.03018892751025738
CBRE;DOV;0.030216787761187913
CTAS;VRSN;0.030221368195058138
AWK;BDX;0.030224322885043797
AVY;MSFT;0.030250441348126385
HBAN;URI;0.030250662805807908
BLDR;WM;0.030251289163364337
AES;MO;0.030263950552617724
CI;GE;0.03027793394954476
MMM;TAP;0.03029688328779022
PFG;SHW;0.03030215607324936
AFL;INVH;0.030308957718436936
CZR;HD;0.030316191711970242
CVS;MNST;0.030322622774819074
EMR;EXPD;0.030323439604020168
FMC;IQV;0.030325859225802672
ADI;ON;0.030329946079477817
DECK;MPC;0.0303401587629167
AME;CI;0.03034566572067705
ADI;GNRC;0.030350314193960608
HAS;REGN;0.03038071716204288
AEP;CRM;0.03038141432175396
HWM;PEP;0.030406608842258837
CRM;VRSN;0.03041028196734058
A;ZBRA;0.030410635268310202
CSX;PCAR;0.030412639229129932
AES;GD;0.030415363499133107
AES;BKNG;0.03043272602195681
NXPI;GBPUSD=X;0.030441739467839565
ANET;LNT;0.030447452181309557
DUK;NXPI;0.03045681717212589
BRO;INVH;0.0304622783125838
DPZ;VTR;0.030464767295123273
AMGN;BIIB;0.03046567768203068
WDC;WELL;0.0304671897047164
GIS;WDC;0.030467443839527816
ADM;SBAC;0.030474580606816848
ADBE;PKG;0.030475836773308538
CINF;STT;0.030480861175381537
ADP;TXN;0.030480881865050862
RVTY;STZ;0.030489102258700062
CPT;OMC;0.030489520438222277
SWK;TROW;0.03049075725056809
CDNS;NOC;0.03049931040829967
BKR;MPC;0.030509176497331102
AES;PEP;0.030524799708251164
AES;BSX;0.030528098520152473
HSY;SHW;0.030530938905132875
NEM;OKE;0.030534109873787896
CVS;INCY;0.030536943503266897
ANET;CCI;0.0305507742679304
FICO;GLW;0.030561031556417786
AES;MKTX;0.030585103526291214
FTNT;PCG;0.030589022134285306
AVGO;ISRG;0.030598803870051303
ADM;TEL;0.030603611793286883
AES;PANW;0.030608289221489237
CCI;HPQ;0.030611507409253846
AES;AMCR;0.03061163849516961
AES;CHTR;0.03063793942141179
CVS;EXPD;0.030643978131853267
CVS;FSLR;0.030647804116745465
LVS;TECH;0.030661460246343347
AES;JBL;0.03066469934800833
IVZ;TAP;0.030672316169268913
AES;TPR;0.03067289305542131
TRMB;ZBRA;0.030674493547670937
CCI;PAYC;0.030680267744585682
APTV;BKR;0.030683605200659044
ARE;NOW;0.030685195186694752
AES;AUDUSD=X;0.030685796063918806
INVH;PCG;0.030688266569139432
AES;IT;0.030688837587043723
AVGO;ETR;0.030689909922689988
CVS;DOC;0.030722926217855724
DXCM;SYK;0.030724690209129615
HLT;INCY;0.03072470917902592
EBAY;KHC;0.030726248960387025
HWM;PPL;0.03076690827740946
DLR;NVDA;0.03076885471901132
FTNT;NTAP;0.030768928723690865
DLR;IEX;0.03077057256231983
BAC;STLD;0.030775837104776292
AES;UDR;0.03077752100484008
BAX;TMO;0.030779512497351568
CVS;MSCI;0.03079124920270721
ARE;HLT;0.030795545355434824
MSFT;NOC;0.0307956578976283
MSI;RVTY;0.030803974176778336
AES;EW;0.030811114055037774
CNP;PLD;0.030818864720464908
HSY;SWK;0.030824470702412024
HWM;GC=F;0.030833735075929684
D;LVS;0.030845540961025566
CB;CDW;0.030861910227171576
ADM;PSA;0.030869888821270314
NCLH;NEE;0.030883920057534375
PAYC;STE;0.030885991262023797
BLK;EPAM;0.0309052967597875
CCL;EQR;0.030910298713815416
BDX;TRV;0.030919575982235586
EBAY;NOC;0.030920463268129764
IFF;MU;0.030929459436697414
BMY;V;0.030929989752165418
CMS;PAYC;0.030940504782913523
DXCM;PNC;0.030943453004238775
C;CDW;0.03095599647857958
CBOE;UNH;0.030959994601875505
NOW;TROW;0.030963882042219233
GDDY;SHW;0.030966647775785686
ABT;RMD;0.030974642205070364
AES;SPG;0.030978914880501522
DXCM;PYPL;0.030980162200378344
AEE;INVH;0.030990813671288524
AES;IDXX;0.03101118594660105
AVY;C;0.0310129856744728
CBRE;HLT;0.031015291007718257
CSX;TFX;0.031015429956770257
APA;ECL;0.03101621980698433
BKNG;GWW;0.031032224278028136
ADP;GE;0.03103248771272756
GPN;INCY;0.031032677056356695
AJG;DXCM;0.03104002862806505
AMD;DG;0.031040839539866114
CSX;GS;0.03106430824361012
MTCH;TXT;0.031069448692284302
DHR;GRMN;0.031077726102065866
FTNT;WM;0.03108083315508908
CDW;ITW;0.031086832174020515
COO;ESS;0.031087677738514268
CSX;PANW;0.03109363498930765
INVH;KKR;0.031108500798871536
LKQ;TXT;0.031109913263715865
HWM;WY;0.031119166741581234
AES;MGM;0.031131111336272978
C;CRL;0.031133762715905504
L;SYK;0.03114161294117623
GD;NXPI;0.031148401504039275
CVS;QCOM;0.031160362335406592
CBRE;ROK;0.031160624151987847
LIN;MPC;0.031202748273221614
BDX;EL;0.031208759445845686
CNC;FICO;0.031220284917711776
MSI;NEE;0.03122714813517418
INVH;VST;0.031230634424208453
SPGI;TTWO;0.031244552007838138
CI;INCY;0.03125176446774568
CB;WTW;0.03125373378626805
MHK;WYNN;0.03126683986153909
INCY;KKR;0.03128254882128334
PAYC;STZ;0.031286944549609445
AES;COST;0.03130269664846583
MDT;SPG;0.03130538272256715
TAP;TYL;0.0313107271465822
AES;IBM;0.03131126080017916
HCA;KMX;0.031332846052652255
FICO;INCY;0.03134211793033711
ABT;CPT;0.031351776872314864
AMD;TGT;0.031356108225442186
SWKS;TSLA;0.03136227452267004
KKR;MCD;0.03136760672410482
ADM;PYPL;0.03136891387260478
BG;COP;0.031382548296409116
CTAS;DD;0.03138690902795089
BIIB;FITB;0.031387742969662395
LUV;TRV;0.03139288844427506
SWKS;ULTA;0.031394766837202576
ADM;HIG;0.03141120100253095
ADM;TRMB;0.031414436132803834
AEP;IEX;0.03141474454015964
CI;UPS;0.0314197504775453
ALL;AMZN;0.031423466454918635
INVH;TAP;0.031431912773922537
CB;NEE;0.031433927134976315
ACN;CZR;0.03143514527130273
AES;BEN;0.031441011115235236
JNJ;KMI;0.03144524696017676
ADM;WDAY;0.031455457574361724
BKR;RCL;0.03148471261603881
MPWR;MU;0.031505624535757726
EMN;MHK;0.03151162819978901
ARE;JPM;0.03151925260007872
BA;UPS;0.031529376607975494
JCI;NWS;0.0315387721875472
AES;AZO;0.031543673689576966
CMCSA;MCK;0.031545823013397006
ES;GDDY;0.03155321505797205
PEG;TXN;0.03158312287671291
ARE;NWS;0.031595425386906975
CBRE;DE;0.03159948840613796
A;TDG;0.03161873882429615
AMD;ENPH;0.03164403554841487
CMI;RVTY;0.03164858513853799
CSX;ENPH;0.031651508255578796
APTV;GDDY;0.03165297736922875
CRM;PLD;0.03165379372127458
AMD;APD;0.03167702582274466
EXPE;VTR;0.031694276284906515
FIS;GBPUSD=X;0.03171763951928368
DPZ;MDT;0.031727468022083705
BDX;SYK;0.031728984475765366
CVX;URI;0.031731876673238846
AVGO;SPGI;0.03173779058057147
SWKS;TSCO;0.03174953601380499
KEY;VRSK;0.031753310382870444
IFF;TER;0.03177792703292132
GPN;STT;0.03178294820714795
XOM;ZBRA;0.031784315038642735
MOS;NCLH;0.031786371487531315
FTNT;VRSK;0.031788280392222916
LULU;TFC;0.031791665332715935
INCY;ITW;0.03179604038101623
CDW;CI;0.03179710595048771
AES;BX;0.0317991462759217
DE;MPC;0.03181054447024774
EMR;SCHW;0.03183616590541191
AIZ;MDT;0.03184317944548167
ADM;MMM;0.03184854049279153
ADBE;MPWR;0.03185071119786519
CCL;ECL;0.0318642451061726
KKR;MSI;0.03187738316913557
ADP;TEL;0.03188389993523264
AEP;PYPL;0.03189103119740729
XEL;ZBRA;0.0318948563372306
CB;NXPI;0.03189733545209709
AVGO;MHK;0.03189942001464034
AES;ESS;0.03190550523589628
AVB;DVN;0.031919632831256
AES;GEN;0.03192018242669157
GOOG;ITW;0.031925199950312406
ACGL;GEN;0.03192810415629125
DVN;SPG;0.03192849350272555
BKR;ISRG;0.03192889395237527
NWSA;BTC-USD;0.03194557153595873
FTNT;ITW;0.03195464872425659
BLK;CCI;0.0319706686069135
FTNT;PSX;0.03197592025709375
ANET;TFX;0.03198138299406867
STE;TAP;0.031982135368375
BRK-B;TXT;0.032005178438940435
APA;AVGO;0.03200801746023731
COP;XOM;0.03201306888273744
ADM;LII;0.03203368624693968
DE;MAS;0.03203648873393029
CNC;INTU;0.03203685341911097
CSX;STX;0.03205210411255727
AWK;LEN;0.03206391407993902
MPC;RMD;0.03206556320347309
ADM;CB;0.032067987209753936
TSN;VLO;0.032075384792276986
SYY;BTC-USD;0.03207631676689632
AXON;WAB;0.032076720484691616
O;SBUX;0.0320890005153559
AMAT;TAP;0.032091953147697576
INVH;UAL;0.03209464372625245
HWM;RSG;0.03209468685257779
EA;IBM;0.03209914368280816
CBOE;NOC;0.03210948591363486
AAPL;CMS;0.03211828026311088
GOOG;MPC;0.03212884011402388
C;NEE;0.03213349942930633
BX;CCL;0.03213941901126393
BAC;ODFL;0.03214140654830266
A;NEE;0.03217085798161159
NI;PAYC;0.03217873264667924
AVGO;ELV;0.032180887085871385
D;GOOG;0.03218252508625298
BEN;BX;0.032183045473422996
FTNT;PH;0.032191381299434205
CVS;KEYS;0.03219785606362993
AES;MOS;0.03220131557250995
ADM;WTW;0.032216176233135586
C;DD;0.03221762945802556
AES;DLR;0.032222596262819904
FITB;VLO;0.03222580596331063
AME;ANET;0.032236636910588014
AAPL;AFL;0.03223814715377774
META;MSCI;0.03224810659306591
NOW;UPS;0.03225668777634828
L;TER;0.0322624421638143
MHK;PYPL;0.032285953199083915
DG;MPC;0.03228739069235533
L;BTC-USD;0.032290227262208766
CVS;ISRG;0.03229632748619032
MKTX;WFC;0.03229909002866739
AMD;ZTS;0.03230579027435324
MCO;META;0.03231682550747839
HAL;NCLH;0.032320287867002924
BLK;EXR;0.03233713287290931
MCD;TECH;0.032345127597367684
KMI;PNR;0.03236806278347502
MS;TXT;0.032381335517021964
NXPI;TECH;0.032389621481840394
TECH;TTWO;0.03239272051140146
FMC;META;0.03239326324632849
INCY;NWS;0.03239347695034783
AME;KMI;0.032393666276724825
F;FDS;0.03240143917325274
BAX;GBPUSD=X;0.032407184636668765
LMT;LYV;0.032413044806907855
ADM;UNH;0.03243512942205008
CNP;IQV;0.0324352155888452
BAX;TECH;0.032438361446770016
MSI;PGR;0.0324383806485489
AES;DRI;0.0324439584288356
AES;STX;0.03244497754852842
AES;GPC;0.03246196233262026
HWM;RL;0.03246472994812442
AAPL;PSX;0.03248294236036554
AES;LUV;0.032484975525583826
DXCM;VRSN;0.03249915309557707
FTV;TMO;0.032512561324281194
ADM;MPWR;0.032517958991252524
AES;COO;0.03252070053429432
AES;EA;0.03253009978004121
AJG;PNC;0.032534872249293835
HON;NOC;0.032536338948547204
CDW;ZTS;0.03253979992970948
EMN;IQV;0.032545191638101705
CB;ROP;0.032548120726657775
PLD;WDAY;0.03256440171457014
NCLH;WBD;0.03257211093453212
AES;DIS;0.03257284784558212
CCL;IBM;0.03260831298338825
BIIB;MDLZ;0.032609624461501716
AES;TT;0.03261635325929889
DXCM;META;0.032625034953254035
TAP;WYNN;0.03263237467738384
CFG;UNP;0.03263964556983834
DVN;JBL;0.03264123199573618
FICO;MSFT;0.0326442997055099
HWM;QCOM;0.03264503057811985
BKR;CE;0.03264717485689401
CSX;QCOM;0.03264871067128082
CVS;PYPL;0.03266177262486597
TECH;YUM;0.032666191528494655
D;MAR;0.03266667101750383
CNP;UPS;0.03266994828885607
CSX;NEM;0.03267162150214096
CRL;TDG;0.03267635022236676
DAL;KEY;0.03267835429092705
JNJ;MSI;0.03268547987055682
CB;CDNS;0.0326855826880131
GPN;PKG;0.03268868684413141
CSX;HSIC;0.03268898546779024
ATO;KO;0.03269219451370749
META;WTW;0.032695708426861175
CSX;TXN;0.03269809164094655
BR;L;0.03271111975749052
META;UHS;0.03271422160588252
CPAY;PCG;0.03272615509271531
ITW;NTRS;0.03273372569548987
AJG;MNST;0.032737650163191405
BXP;WDC;0.03275760096248693
DTE;GPN;0.03276489831118965
EMN;FSLR;0.03276722212628278
AVY;FSLR;0.032772753823230305
CVS;POOL;0.0327733392212241
AES;WDC;0.03277951142270365
TYL;WDAY;0.03278524916026393
CVS;MSI;0.032785448411079
MCD;MSI;0.03278902930099217
INVH;SHW;0.03279237962597631
BKR;ED;0.03279382258237726
MMM;PFG;0.032793902159589855
CMS;EBAY;0.032795278275027887
CMI;NOW;0.032799533397462874
BKR;LDOS;0.032832156367763835
AES;HRL;0.032836014277184813
CSX;F;0.03285703287144872
AES;HAL;0.03287803024052341
CNC;HIG;0.03288701790253255
CZR;WM;0.032890945799785146
AES;GC=F;0.03289130112516366
GDDY;MAS;0.03291858626220224
INCY;SWK;0.03292813165084291
SYK;TRV;0.03293286057844532
GPN;PSX;0.032938787332382445
AES;ORLY;0.03294771828358687
RJF;TRV;0.03294800954750606
EQT;MDLZ;0.032950108141039616
KKR;TPL;0.03295259589346101
BX;EA;0.03295558051380167
PKG;TAP;0.032982834994318914
DUK;RCL;0.03298468571199715
AES;MAA;0.032990281083075806
DXCM;PKG;0.0330002706854104
CSX;SNPS;0.033001234347486315
AES;TRGP;0.03301473432644952
BRO;NSC;0.03301622852907744
AVGO;TAP;0.033017410444236145
CPRT;DHI;0.0330220252657163
HLT;HST;0.03303266447042222
STE;EURUSD=X;0.03304348734158927
ABBV;CNC;0.03304360103841616
AMD;MGM;0.03305822218059143
AES;HCA;0.03306057709008644
ATO;EQIX;0.033065662408118555
AMD;EQT;0.0330852665193962
OXY;STLD;0.03309353834131696
AES;PSA;0.03309484007885708
ADM;CCL;0.033100560106111045
AMD;CPRT;0.03310587448800901
BEN;IT;0.03311170569380754
CNP;CPT;0.03312040790689198
ECL;TDG;0.03312792217381187
ABBV;TXT;0.033131640648995715
FIS;STE;0.03313287588697251
KO;SLB;0.03313328918906933
HUM;PGR;0.033157329030118234
CMS;RCL;0.03316137294774097
HLT;IR;0.03316191565751249
CSX;KMX;0.033171352690617724
L;NSC;0.03317375888129367
AES;BALL;0.033175495655024534
BSX;BXP;0.033191582423965665
AMD;MOH;0.03319518950641803
DOV;MPC;0.033195360510616924
ON;PEG;0.03321808923680443
BF-B;CPRT;0.03322744968416956
FRT;PEP;0.033229556717863755
BWA;KKR;0.03323639855673725
ES;TDG;0.03323762875538702
AEP;GDDY;0.033245147860540336
GPN;MGM;0.033259227141255815
EVRG;WFC;0.033269698025823656
AME;MPC;0.03329856893864057
FIS;KKR;0.03330374289788155
AES;CSX;0.03330852926838493
SCHW;VRSK;0.03331270270860209
LIN;NOW;0.033322032162090606
ETR;PFE;0.033323669892473026
KEYS;TDG;0.03332603337569076
ABBV;TAP;0.03334260976444928
AES;CAG;0.03335234408890216
ADI;L;0.03335979577421479
ADM;BLK;0.03336425522717606
AES;TJX;0.033367889142806605
MKTX;PEP;0.03336901089480295
INTC;PEG;0.033378515934333705
AES;FFIV;0.03340039498415904
MS;TROW;0.03343006059938321
MMM;NTRS;0.0334445250010187
CSX;GPN;0.03345415181946363
INCY;RJF;0.03345835935775401
ATO;DTE;0.03346811755421416
STE;TMO;0.033488646651326226
ES;TMO;0.03349309236175816
ADM;WYNN;0.03350245063300742
NTAP;BTC-USD;0.033520620286157946
CSX;PWR;0.03352101214225614
BDX;DECK;0.033527793801222276
CPT;SPGI;0.03353528734563739
KIM;UDR;0.03354043412412273
AVY;MHK;0.03355707888079109
PFG;SYK;0.03356821929809477
FTV;IFF;0.03357405456276634
BR;SWK;0.033575529240728326
ROP;SPGI;0.03358311106732148
CNP;HCA;0.03359928573946593
OMC;XYL;0.03361416419642245
MHK;PODD;0.03362169128135995
SHW;SWK;0.03362956770615218
FANG;FAST;0.03363092387822791
HPE;SMCI;0.033631706442210266
AME;DECK;0.033633694507255237
ICE;UPS;0.03363452031062416
LNT;MSCI;0.033642407620215746
DELL;TXT;0.03364577132107761
EMN;MPC;0.03367171601973673
AES;KIM;0.03367342881682567
NOC;SWK;0.033680104758865105
CVS;FTV;0.03369190138539914
HSY;MSFT;0.033714710931739666
CDW;NTRS;0.03372162827607352
EXPD;NTAP;0.03373456509675721
INCY;SHW;0.033738858679069735
ADM;EQR;0.03375161519489569
AMD;MAR;0.033768715694441176
AMD;MPC;0.03378554471913725
APO;NXPI;0.03378846554171921
EQIX;PLD;0.03379031990296017
AAPL;WMT;0.03379737218325245
EPAM;PPG;0.03380933561565541
O;TSCO;0.03387276452913853
CVS;SBAC;0.033873623279513716
EBAY;KO;0.03387381054921448
AAPL;TECH;0.033879931320596725
BRO;TXN;0.03388573088694231
GLW;IVZ;0.03391926373048272
JCI;WEC;0.03392334743197534
CBOE;KKR;0.033928856848577285
ADI;BRO;0.0339317869165246
CMS;GBPUSD=X;0.033936807874529976
ITW;KKR;0.033959530001448794
